token_id,num_sales,last_sale,class,age,genre,origin,latent
2479,0,,Poet,0.32,nas,EKDB,2WOO
2526,0,,Poet,0.25,ion,O8Z2,EJWY
2495,0,,Poet,0.19,ion,MUTO,3NEH
2449,0,,Poet,0.40,ioh,X1YX,5L9N
2485,0,,Poet,0.26,nas,DEU3,WZRT
2496,0,,Poet,0.30,ioh,U4L5,WCW0
2450,0,,Poet,0.28,naa,9U50,04M3
2524,0,,Poet,0.28,ioh,3CFJ,NQYB
2486,0,,Poet,0.23,ioh,L2RH,6HUH
2491,0,,Poet,0.33,son,BMK3,FLKZ
2497,0,,Poet,0.32,aef,HPZR,53FI
2451,0,,Poet,0.28,ioa,7TDG,JWK9
2487,0,,Poet,0.39,ion,VTCP,J0OS
2492,0,,Poet,0.37,ion,TD0B,DCUJ
2498,0,,Poet,0.25,son,HAO1,H7XY
2452,0,,Poet,0.33,nai,54OG,BDOH
2499,0,,Poet,0.30,ioh,J7ZG,7U1D
2453,0,,Poet,0.26,son,2DWK,9A47
2500,0,,Poet,0.30,nas,G0M1,6NTE
2454,0,,Poet,0.39,ioh,F07X,ZCZW
2501,0,,Poet,0.35,ioh,UY6O,RD64
2502,0,,Poet,0.44,nah,BXEE,MN18
2503,0,,Poet,0.33,luf,H7RK,DRF0
2504,0,,Poet,0.40,ioh,E0FR,4C9D
2505,0,,Poet,0.23,nas,2HB2,R9AL
2506,0,,Poet,0.39,ioh,V5FV,PZ6X
2507,0,,Poet,0.49,ioh,X1YX,HJJT
2508,0,,Poet,0.37,ioh,EEU2,JZ22
2509,0,,Poet,0.30,fea,FZPV,OGD0
2510,0,,Poet,0.56,ioh,IIEV,868I
2511,0,,Poet,0.37,iol,CW63,D4G4
2512,0,,Poet,0.37,soi,NVHF,GBRB
2513,0,,Poet,0.32,ioh,B9G9,YP04
2514,0,,Poet,0.32,ion,7XT6,8AIK
2515,0,,Poet,0.42,ioh,QO8D,53FI
2516,0,,Poet,0.19,nas,9UFP,6BN1
2517,0,,Poet,0.46,nai,6AF2,CSJ3
2518,0,,Poet,0.37,fea,HD13,4R7W
2519,0,,Poet,0.26,fen,X5NW,L7O4
2520,0,,Poet,0.35,nas,SYGI,X6Q0
2521,0,,Poet,0.37,ion,T0TU,YANT
2522,0,,Poet,0.35,fea,GGSQ,078H
2523,0,,Poet,0.40,ioh,SKW3,EKVX
2529,0,,Poet,0.42,fea,HO4S,8LHR
2530,0,,Poet,0.35,ion,2ZPR,NQYB
2531,0,,Poet,0.26,fen,MNND,HJJT
2532,1,1.4,Poet,0.35,nas,Y3S5,SPLQ
2533,0,,Poet,0.32,ioh,QO8D,ZXF2
2535,0,,Poet,0.60,nas,7UY6,BS8J
2626,0,,Poet,0.25,nas,7WET,EH03
2534,0,,Poet,0.37,ioh,R8ZL,D4G4
2616,0,,Poet,0.37,nai,S7H4,JFAQ
2620,2,2.99,Poet,0.21,ioh,VS7T,D4G4
2629,0,,Poet,0.28,iol,FIVE,5L9N
2630,0,,Poet,0.42,nas,8RIH,OOO3
2623,1,1.2,Poet,0.44,luf,YG5A,ELW8
2628,0,,Poet,0.44,soh,WKWW,ZXF2
2636,0,,Poet,0.19,son,BIB0,U6AQ
2625,0,,Poet,0.25,nas,VBIC,N364
2536,1,1.45,Poet,0.18,nai,Y586,IFYR
2621,0,,Poet,0.39,nai,ABD5,HJJT
2627,0,,Poet,0.30,ion,66TL,5W4U
2617,0,,Poet,0.49,fei,8S6I,W4JB
2641,0,,Poet,0.28,nah,XYPD,OP3R
2624,0,,Poet,0.58,aen,8WI4,X3YM
2632,0,,Poet,0.26,ioh,UDZ0,83L5
2631,0,,Poet,0.16,nai,YDLI,HS32
2639,0,,Poet,0.26,sof,KLOU,7U1D
2669,1,1.69,Poet,0.42,ioa,DC6V,J0OS
2633,0,,Poet,0.28,ion,MCI5,V092
2637,0,,Poet,0.28,ion,GWOL,IEQH
2664,0,,Poet,0.25,nas,U17W,4HZ8
2537,0,,Poet,0.46,nas,9T75,ZCDT
2622,0,,Poet,0.46,ion,7X81,NF4T
2650,0,,Poet,0.40,ioh,I63Z,63V9
2640,0,,Poet,0.25,ion,BXFN,ET1P
2618,1,1.35,Poet,0.33,ioh,08YY,X5WF
2648,0,,Poet,0.42,nas,CW63,VB57
2649,0,,Poet,0.26,ioh,CPU4,GFAW
2638,0,,Poet,0.42,ion,3L8V,70TX
2538,1,1.49,Poet,0.42,ioh,MUTO,UX6F
2651,0,,Poet,0.44,ioh,J7R6,B9UA
2619,1,1.34,Poet,0.35,ioh,J5ZB,XR5S
2670,0,,Poet,0.32,ion,EEU2,70TX
2539,0,,Poet,0.53,ioh,AYUX,HBRP
2652,0,,Poet,0.28,ioh,V9Z1,4C9D
2634,0,,Poet,0.25,ios,UVJG,4HZ8
2635,0,,Poet,0.26,ioh,VS7T,0Y3E
2540,1,1.6,Poet,0.07,ion,85VF,47M9
2663,0,,Poet,0.21,ioh,UCY3,7966
2653,0,,Poet,0.40,ion,J62G,DUCX
2541,0,,Poet,0.25,nai,R514,HJJT
2654,0,,Poet,0.25,ion,MMAM,NF4T
2668,0,,Poet,0.39,soi,S7WH,8SBN
2646,0,,Poet,0.28,nai,POLU,CSJ3
2542,0,,Poet,0.21,ioh,ZAP9,CXBO
2642,0,,Poet,0.46,naf,7UY6,078H
2655,0,,Poet,0.53,fes,ND6M,4RSM
2647,0,,Poet,0.40,aes,GGJZ,G7PR
2543,0,,Poet,0.35,ioh,NY7L,ZFNI
2684,1,1.43,Poet,0.53,ion,Y1LP,ZXF2
2643,0,,Poet,0.26,nas,G0M1,0Y3E
2656,0,,Poet,0.28,ion,YBEL,MGUM
2662,0,,Poet,0.56,iof,SYLR,P1F5
2544,0,,Poet,0.35,aen,0LJY,X3YM
2685,0,,Poet,0.25,aes,GFSM,93LT
2644,0,,Poet,0.44,nah,Q51C,U6AQ
2657,0,,Poet,0.40,ioh,OYQR,MN18
2665,0,,Poet,0.23,soa,7BEF,N50M
2545,0,,Poet,0.32,ioh,EO7G,BIYU
2686,1,1.9,Poet,0.40,feh,3T56,RO32
2658,0,,Poet,0.68,ioa,SYLR,9EWS
2645,0,,Poet,0.35,ioh,EO7G,EU0A
2546,1,1.45,Poet,0.46,aef,LISQ,53FI
2687,1,2.9,Poet,0.18,nai,UEKE,7U1D
2666,0,,Poet,0.42,ion,N50R,5L9N
2659,0,,Poet,0.40,ioa,5AOY,EH03
2671,0,,Poet,0.42,ion,XJ1D,M1XD
2681,0,,Poet,0.46,ioh,9EJN,PLKN
2547,0,,Poet,0.23,fea,A678,4HZ8
2703,0,,Poet,0.33,nas,5HPE,RZ80
2688,0,,Poet,0.30,nai,BI1R,WUUF
2682,0,,Poet,0.26,nah,ZCAV,G7PR
2660,0,,Poet,0.65,ioh,3HKJ,5T1X
2667,0,,Poet,0.39,ion,7UOJ,YAZK
2699,0,,Poet,0.40,ioh,SFNI,XR5S
2672,0,,Poet,0.35,iof,TEE5,9Y0H
2548,0,,Poet,0.23,nas,SXSA,36HP
2697,0,,Poet,0.32,naa,BCX5,WZRT
2702,0,,Poet,0.33,ion,N922,R7MD
2701,0,,Poet,0.47,nai,300U,D7YW
2689,0,,Poet,0.70,naa,FZWO,FLKZ
2661,0,,Poet,0.53,aef,JXFZ,9UI9
2709,0,,Poet,0.35,ioh,AEHY,DUCX
2673,0,,Poet,0.25,ioh,SFNI,2Y3P
2708,0,,Poet,0.32,fes,XQIC,7RCZ
2549,0,,Poet,0.28,nas,PJX2,8SBN
2683,0,,Poet,0.35,ion,W2ON,P8IX
2704,0,,Poet,0.28,ion,DRD6,OFV1
2690,0,,Poet,0.44,ioh,MQVY,UZMO
2674,0,,Poet,0.21,nah,B899,VQD0
2550,0,,Poet,0.35,nas,ZOFH,17D1
2698,0,,Poet,0.42,fen,3NPK,OOO3
2700,0,,Poet,0.54,fes,L2ZB,EM3E
2691,0,,Poet,0.42,ion,EQ2O,N50M
2675,0,,Poet,0.28,ioh,YDGL,J56S
2551,2,1.24,Poet,0.21,ioh,WXK5,4R7W
2692,1,1.42,Poet,0.12,ioh,AEHY,PLIM
2676,0,,Poet,0.39,ioh,6FPF,ZCDT
2552,1,1.32,Poet,0.28,fes,SEME,6NTE
2693,0,,Poet,0.51,ioh,JZ9G,WZRT
2677,0,,Poet,0.46,ion,XBJA,HBRP
2553,0,,Poet,0.23,son,S9NE,6OKB
2678,0,,Poet,0.40,nai,85IB,MN18
2694,0,,Poet,0.30,nas,Y19Q,L7O4
2554,0,,Poet,0.16,naa,RIYL,VDBS
2679,0,,Poet,0.37,luf,OJZT,0J0D
2695,0,,Poet,0.32,ion,E37D,9EWS
2705,0,,Poet,0.25,sof,V8JC,868I
2555,0,,Poet,0.40,ioa,8GEQ,G7PR
2680,0,,Poet,0.33,ion,HWY9,L01A
2696,0,,Poet,0.35,nas,WNZ0,GDVV
2706,0,,Poet,0.25,nas,J5ZB,0NWS
2556,0,,Poet,0.40,ion,87ML,UJZD
2707,0,,Poet,0.47,nas,7FSZ,FLKZ
2557,0,,Poet,0.37,iof,WXE7,01GE
2558,0,,Poet,0.37,ioh,HAF1,D4G4
2559,0,,Poet,0.56,ioh,0IJ9,EZCO
2560,1,1.45,Poet,0.35,nas,UEKE,WPBU
2561,0,,Poet,0.37,son,D102,KT8B
2562,0,,Poet,0.37,fen,4IST,4R7W
2563,2,3.29,Poet,0.74,ioa,FY5Y,CSJ3
2564,0,,Poet,0.51,ion,ZZJO,R9AL
2565,1,1.36,Poet,0.33,ion,0ZP2,F6CX
2566,1,1.99,Poet,0.32,luf,S0ME,X5WF
2567,1,1.52,Poet,0.25,iof,JIFI,7U1D
2568,0,,Poet,0.40,ioh,0DEL,EW0H
2569,0,,Poet,0.35,ion,7HJ3,BS8J
2570,1,1.4,Poet,0.18,naf,N5IP,NA7C
2571,0,,Poet,0.49,ioh,W62H,0Y3E
2572,0,,Poet,0.26,ioh,X2M6,DFFX
2573,0,,Poet,0.30,fen,EQ2O,7966
2574,0,,Poet,0.35,ioh,8557,FLKZ
2575,1,1.45,Poet,0.37,nas,RQ3R,QUMP
2576,1,1.78,Poet,0.61,naa,3VDC,RD64
2577,0,,Poet,0.46,ioh,8LBG,ZCMN
2578,1,1.47,Poet,0.49,ios,R44I,POTL
2579,1,1.45,Poet,0.30,ioh,LVXO,CVGS
2580,1,200.0,Poet,0.60,nai,DBUH,L01A
2581,1,1.35,Poet,0.32,son,NRVQ,ENJT
2582,0,,Poet,0.21,fea,K6CN,V092
2583,0,,Poet,0.49,ion,ZBHH,MY2T
2584,1,200.0,Poet,0.33,ioh,SWTT,OXYI
2585,0,,Poet,0.30,ioh,7R5A,KT8B
2586,0,,Poet,0.46,ion,A3I9,GPST
2587,0,,Poet,0.30,luh,3DIA,D4G4
2588,1,1.38,Poet,0.37,sof,9XNH,ENJT
2589,0,,Poet,0.35,ioh,CSAR,IEQH
2590,1,1.39,Poet,0.32,ion,G6J2,QSLO
2591,0,,Poet,0.44,ioh,4IQQ,JQGU
2592,0,,Poet,0.32,ioh,2VXQ,MGTQ
2593,0,,Poet,0.60,naa,7UY6,ZJYM
2594,0,,Poet,0.26,fea,FJLH,37CP
2595,0,,Poet,0.39,ioh,7DYJ,4R7W
2596,0,,Poet,0.46,ioh,CIVF,NU5M
2597,0,,Poet,0.33,ion,PJX2,4T30
2598,0,,Poet,0.39,fes,3V7Z,4C9D
2599,0,,Poet,0.28,nas,L7J0,XF1E
2600,0,,Poet,0.37,ion,S6U7,EW0H
2601,0,,Poet,0.44,ios,5D7N,A8T9
2602,0,,Poet,0.30,naa,7XVD,MY2T
2603,0,,Poet,0.37,sof,ZNEK,OOO3
2604,0,,Poet,0.28,ioh,4C64,F6CX
2605,1,1.51,Poet,0.21,ioh,WX6I,17D1
2606,1,1.44,Poet,0.35,nas,SE8D,7WBO
2607,1,1.57,Poet,0.37,nas,WQLQ,QUMP
2608,1,200.0,Poet,0.26,nas,WGTS,70TX
2609,0,,Poet,0.28,iof,41OP,37CP
2610,1,200.0,Poet,0.33,fes,N5IP,ZCMN
2611,0,,Poet,0.32,ion,TD0B,JWK9
2612,0,,Poet,0.40,ioh,300U,C14A
2613,0,,Poet,0.23,ioh,ZAP9,EH03
2614,0,,Poet,0.39,lui,QDPQ,OXYI
2615,2,2.1888533394275265,Poet,0.40,lui,VV7T,SC5A
2710,0,,Poet,0.04,iof,85VF,B9UA
2713,0,,Poet,0.28,fen,HO4S,BDOH
2711,0,,Poet,0.42,ioh,4IQQ,7WBO
2714,0,,Poet,0.35,ioh,WJ0C,17A2
2712,1,1.0,Poet,0.37,luf,KT3Q,0799
2719,0,,Poet,0.33,ion,ZAP9,BIYU
2722,0,,Poet,0.37,ioh,GANB,0J0D
2718,2,1.399,Poet,0.33,nah,RUUL,68S0
2730,0,,Poet,0.33,ion,742O,2C3F
2723,0,,Poet,0.40,ioh,E0HU,H93P
2733,0,,Poet,0.25,son,6BZ4,SL89
2736,0,,Poet,0.46,ioa,O7IP,I29T
2729,0,,Poet,0.28,fea,3DIA,L01A
2715,0,,Poet,0.33,nai,RJVE,4RSM
2728,0,,Poet,0.37,ion,9EQK,EJWY
2749,1,3.95,Poet,0.56,son,SQIA,UZMO
2734,0,,Poet,0.49,sof,V1S9,JM8G
2720,0,,Poet,0.33,fen,8AKC,OOO3
2754,0,,Poet,0.14,nas,ZBPK,8GWE
2751,0,,Poet,0.44,ion,TBDN,ZYML
2735,0,,Poet,0.39,ion,0DEL,DRF0
2724,0,,Poet,0.25,ioh,DX4P,DN6M
2737,0,,Poet,0.40,sof,PIR0,6BN1
2739,0,,Poet,0.42,nas,KLOU,J0OS
2716,0,,Poet,0.33,ion,VJRD,14G8
2721,0,,Poet,0.25,ioh,7THK,RR58
2731,0,,Poet,0.30,ion,YEQV,U56X
2765,0,,Poet,0.68,ioh,RN96,ZCDT
2725,0,,Poet,0.32,fei,Z49M,WE19
2738,0,,Poet,0.37,nai,41OP,0Y3E
2740,0,,Poet,0.49,sof,VNZ4,EM3E
2748,0,,Poet,0.61,nah,A3XJ,Q7L9
2757,0,,Poet,0.53,aes,D2PW,UX6F
2717,0,,Poet,0.60,iol,7BO0,LTGX
2755,0,,Poet,0.32,ioh,OYTF,PLIM
2732,0,,Poet,0.33,sof,5CMQ,LH2V
2759,0,,Poet,0.35,nas,ZBPK,53FI
2726,0,,Poet,0.35,ion,O3BE,ZXF2
2741,0,,Poet,0.37,ion,ND0X,J2WK
2766,0,,Poet,0.30,naa,9XUK,SPLQ
2752,0,,Poet,0.39,luf,BXEE,XF1E
2750,0,,Poet,0.26,ioh,QHD7,J56S
2764,0,,Poet,0.30,naf,G6G6,M8W3
2742,0,,Poet,0.26,soa,K69D,ZCDT
2727,0,,Poet,0.28,lus,8S6I,A8T9
2771,0,,Poet,0.26,nas,FN7W,X44S
2767,0,,Poet,0.30,ioh,UY6O,A2B5
2743,0,,Poet,0.23,sof,4EZ2,SL89
2773,0,,Poet,0.32,ion,S6U7,IEQH
2774,0,,Poet,0.26,ioh,1ACV,X5WF
2744,0,,Poet,0.54,ioh,UY6O,J33L
2756,0,,Poet,0.39,ioh,BRW0,DN6M
2782,0,,Poet,0.44,nah,LD28,ET1P
2775,0,,Poet,0.26,ion,4YFL,9EWS
2745,0,,Poet,0.65,ioh,VU3N,OOO3
2760,0,,Poet,0.32,iof,W92U,5K5S
2746,0,,Poet,0.30,nai,PQMZ,6HUH
2753,0,,Poet,0.39,sof,MIVF,7U1D
2761,0,,Poet,0.61,nah,EKDB,JFAQ
2747,0,,Poet,0.28,nas,OHFI,5ECQ
2776,0,,Poet,0.26,son,UCBD,EU0A
2769,0,,Poet,0.30,ioh,3T56,W6CP
2762,0,,Poet,0.46,ioh,WJ0C,M1XD
2758,0,,Poet,0.42,ion,7WT0,MNMC
2777,0,,Poet,0.39,ion,6TTI,BIYU
2763,0,,Poet,0.30,nal,PQIX,2C3F
2768,0,,,0.33,ioh,9WZF,DCUJ
2781,0,,Poet,0.39,ios,PLDI,YAZK
2778,0,,Poet,0.46,ioh,OWYL,UZMO
2770,0,,Poet,0.32,ion,VU3N,6BN1
2772,0,,Poet,0.39,fea,6O6G,CNBJ
2779,0,,Poet,0.21,ion,C84W,DRF0
2780,0,,Poet,0.39,ioh,VJVR,WCW0
2783,1,1.1999,Poet,0.37,ioh,SFNI,FC5N
2795,0,,Poet,0.26,nas,J5ZB,OFV1
2785,0,,Poet,0.07,ioh,4C64,8GWE
2801,0,,Poet,0.49,ioh,7361,XF1E
2798,0,,Poet,0.54,naa,7X81,NY5N
2797,0,,Poet,0.40,ioh,DGG1,BIYU
2805,0,,Poet,0.53,fea,PWE6,17A2
2809,0,,Poet,0.25,ion,NAWT,YLNK
2807,0,,Poet,0.19,ion,PU37,868I
2799,0,,Poet,0.23,son,8DR1,93LT
2806,0,,Poet,0.54,ioh,7361,5T1X
2786,0,,Poet,0.23,iof,YEQV,4RSM
2802,0,,Poet,0.56,ion,E0HU,0Y3E
2808,0,,Poet,0.32,nai,20ZS,X44S
2810,0,,Poet,0.42,nai,SAJV,J33L
2784,0,,Poet,0.51,ioh,GANB,OOO3
2803,0,,Poet,0.32,nai,OCTZ,R7MD
2787,0,,Poet,0.33,nah,F07X,01GE
2811,0,,Poet,0.14,nai,HAO1,WUUF
2804,0,,Poet,0.16,ion,S6GY,HS32
2788,0,,Poet,0.35,ioh,E1B8,93LT
2816,1,2.0,Poet,0.32,ios,1R03,PGVP
2812,0,,Poet,0.30,naa,GK3K,W4JB
2815,0,,Poet,0.42,ioh,26L8,MNMC
2817,1,1.0,Poet,0.26,ion,XL39,DN6M
2789,1,1.69,Poet,0.65,naf,FY5Y,BD1E
2813,0,,Poet,0.39,aef,L273,D4G4
2796,0,,Poet,0.25,nai,P2TT,6BN1
2800,1,5.73,Poet,0.63,nas,SQIA,C14A
2790,0,,Poet,0.23,son,N96F,OP3R
2814,0,,Poet,0.16,ion,0GBN,04M3
2791,0,,Poet,0.25,ion,MUDM,CGKE
2792,1,2.29,Poet,0.09,naf,20ZS,OP3R
2818,1,3.5,Poet,0.26,aes,SF7G,BMOZ
2793,0,,Poet,0.42,ioh,YZY1,ENJT
2819,0,,Poet,0.42,ioh,FBH0,KOR4
2794,1,5.0,Poet,0.74,ioh,LEAN,QSLO
2820,0,,Poet,0.28,naa,4YCQ,7B4L
2821,0,,Poet,0.39,ioh,UGFE,XR5S
2831,0,,Poet,0.44,fea,0VS1,213C
2825,0,,Poet,0.35,iof,R5SS,MHED
2822,0,,Poet,0.33,son,5OCV,N364
2826,0,,Poet,0.33,ioa,7CNA,9VIV
2835,0,,Poet,0.42,fes,ENYQ,C7H6
2823,0,,Poet,0.33,nah,RJ8P,53FI
2834,0,,Poet,0.49,ioh,MUTO,9VIV
2827,0,,Poet,0.49,ioh,2BE5,V7CV
2824,0,,Poet,0.33,fea,5OOP,CNBJ
2828,0,,Poet,0.35,ioh,R514,FNZL
2829,0,,Poet,0.30,fes,NG7V,GTQ3
2830,0,,Poet,0.30,ioh,3G6Z,7W0T
2832,0,,Poet,0.16,ion,26L8,VDBS
2833,0,,Poet,0.26,fea,3UFP,2PD6
2846,0,,Poet,0.28,ion,MUDM,IEQH
2847,0,,Poet,0.23,ion,YEQV,CGBB
2848,0,,Poet,0.37,ion,H3XE,RZ80
2850,0,,Poet,0.19,son,VKWV,0SS6
2849,0,,Poet,0.25,ioh,IKRX,22SQ
2851,0,,Poet,0.35,nah,6V23,Y40M
2836,0,,,0.25,iof,BXFN,EZCO
2852,0,,Poet,0.21,ion,6TTI,7U1D
2837,0,,Poet,0.39,ion,YD7E,R9AL
2838,0,,Poet,0.42,ion,NHIZ,9BKS
2854,0,,Poet,0.56,ioh,RLD8,BS8J
2839,0,,Poet,0.42,ios,9U50,ELW8
2855,1,300.0,Poet,0.40,ioh,16BF,J56S
2840,0,,Poet,0.09,lun,7LHU,BRB4
2853,0,,Poet,0.18,ioh,ZAP9,RH64
2859,1,2.888,Poet,0.72,ion,43AM,NL44
2841,0,,Poet,0.19,aen,K69D,8LHR
2864,0,,Poet,0.11,ioh,6D0C,H6VZ
2856,0,,Poet,0.42,iof,7H3N,17D1
2860,1,1.6555,Poet,0.21,ioh,SBLA,JM8G
2842,0,,Poet,0.44,nas,3YDS,QUMP
2865,0,,Poet,0.46,ioh,3UFP,9EWS
2861,1,1.444,Poet,0.37,iof,7TDG,B9UA
2863,0,,Poet,0.40,iol,R44I,W4JB
2868,0,,Poet,0.39,ioh,300U,50PW
2843,0,,Poet,0.35,aes,MYNO,YANT
2866,0,,Poet,0.56,aeh,7X81,CNBJ
2869,1,1.0,Poet,0.37,aes,0LJY,NL44
2844,0,,Poet,0.58,ioh,5ZVE,7RCZ
2872,0,,Poet,0.47,fes,HA0S,DCUJ
2867,0,,Poet,0.19,ioh,289J,WMNT
2857,1,1.4,Poet,0.28,ion,REQ4,CXBO
2862,1,1.45,Poet,0.39,ion,U6ZM,5RXP
2873,0,,Poet,0.23,ioh,HWY9,TLGW
2845,0,,Poet,0.39,ion,16BF,OXYI
2885,0,,Poet,0.42,son,7FSZ,ZK2P
2874,0,,Poet,0.21,ion,7R5A,2WOO
2883,0,,Poet,0.30,ioh,DGG1,DRF0
2858,0,,Poet,0.30,ion,8B35,YP04
2870,0,,Poet,0.32,fes,VKWV,70TX
2888,0,,Poet,0.35,nai,H7RK,3XRI
2875,0,,Poet,0.40,nah,BI1R,NL44
2878,0,,Poet,0.21,ion,0461,OGD0
2877,0,,Poet,0.40,nah,XFYF,FMJT
2871,1,1.3999,Poet,0.37,sof,ZNEK,NY5N
2886,0,,Poet,0.33,ioh,5PJF,NY5N
2879,0,,Poet,0.23,lun,6D8Y,OF3B
2887,0,,Poet,0.19,naa,6D8Y,8AIK
2880,0,,Poet,0.39,sof,SEME,RHOF
2892,0,,Poet,0.32,iof,V405,BDOH
2876,0,,Poet,0.35,soi,TL50,JWK9
2881,0,,Poet,0.30,nas,7TDG,ZJYM
2882,0,,Poet,0.33,nai,U271,63V9
2898,0,,Poet,0.39,ioh,TODS,BRB4
2895,0,,Poet,0.44,son,JH6P,XR5S
2893,0,,Poet,0.39,ion,YD7E,H93P
2889,0,,Poet,0.32,nas,WQLQ,VW2M
2894,0,,Poet,0.32,nas,MAM1,EW0H
2891,0,,Poet,0.26,nas,1NV6,VDBS
2899,0,,Poet,0.37,naa,UJAU,KT8B
2884,0,,Poet,0.18,iof,2BE5,RR58
2890,0,,Poet,0.30,ioh,E5F2,ZFNI
2896,0,,Poet,0.30,lus,CEBM,FC5N
2897,0,,Poet,0.51,ael,TRR0,ZYML
2901,0,,Poet,0.39,iof,RF26,WUUF
2900,0,,Poet,0.44,ion,VBCR,GDVV
2902,0,,Poet,0.56,ioh,TODS,ZCMN
2903,0,,Poet,0.07,ion,Y586,C14A
2904,0,,Poet,0.25,ion,ONTN,Q7L9
2905,0,,Poet,0.23,sof,4EZ2,CVGS
2906,0,,Poet,0.67,ioh,FZ0P,7WBO
2907,0,,Poet,0.49,aes,K79Q,HJJT
2949,0,,Poet,0.28,nai,SCGW,QUMP
2948,0,,Poet,0.33,son,EQ2O,RO32
2947,0,,Poet,0.65,fea,5D7N,5L9N
2908,0,,Poet,0.33,ioh,2WZO,0NWS
2950,0,,Poet,0.42,nai,1P6U,BD1E
2909,0,,Poet,0.68,nas,PLDI,8TAH
2910,0,,Poet,0.26,naa,7WET,LCBO
2951,0,,Poet,0.26,iof,FYDS,X6Q0
2911,0,,Poet,0.40,ioh,B73P,RO32
2952,0,,Poet,0.35,naa,A3I9,YZK9
2992,0,,Poet,0.32,ion,6HWZ,J0OS
2912,0,,Poet,0.33,ioh,AEHY,NA7C
2953,0,,Poet,0.25,soa,742O,EM3E
2913,0,,Poet,0.51,ioh,6N34,UZMO
2954,0,,Poet,0.25,ion,NG8X,J0OS
2914,0,,Poet,0.39,nas,0461,R9AL
2955,0,,Poet,0.37,ion,RXNB,4B97
2915,0,,Poet,0.54,aes,CCFJ,PGVP
2956,0,,Poet,0.44,nas,X2QB,4RJ9
2916,0,,Poet,0.26,fea,5GEH,H7XY
2957,0,,Poet,0.37,ion,JOQL,5L9N
2917,0,,Poet,0.42,nai,UBF6,CGKE
2958,0,,Poet,0.37,soa,H5HP,PZ6X
2918,0,,Poet,0.40,ioh,VQKI,37CP
2959,0,,Poet,0.28,nai,XFYF,DRF0
2960,0,,Poet,0.33,ioh,SFNI,EU0A
2919,0,,Poet,0.44,nah,OIZ4,OP3R
2961,0,,Poet,0.44,iof,TL50,01GE
2920,0,,Poet,0.40,fel,E7SR,NY5N
2962,0,,Poet,0.49,aes,PXBS,XR5S
2921,0,,Poet,0.40,nai,RHH5,ZJYM
2963,0,,Poet,0.56,aes,ZDHY,R7MD
2922,0,,Poet,0.23,ion,4C64,K00S
2964,0,,Poet,0.42,ioh,C6Z5,W6CP
2923,0,,Poet,0.37,fea,7XG4,YAZK
2965,0,,Poet,0.35,ioh,HAIR,6BN1
2924,0,,Poet,0.42,sof,SE8D,JQGU
2966,0,,Poet,0.35,luf,YG5A,37CP
2925,0,,Poet,0.33,nas,2H0O,J33L
2967,0,,Poet,0.35,ion,54OG,GBRB
2926,0,,Poet,0.25,nai,8557,K00S
2968,0,,Poet,0.30,nas,U17W,5RXP
2927,0,,Poet,0.35,nah,XYPD,8SBN
2969,0,,Poet,0.26,aen,5OCV,5ECQ
2928,0,,Poet,0.44,ion,3G6Z,VB57
2970,0,,Poet,0.39,ioh,KT3Q,RZ80
2929,0,,Poet,0.35,ion,U4L5,RHOF
2971,0,,Poet,0.39,ioh,WXE7,R9AL
2930,0,,Poet,0.30,sof,8JT2,K00S
2972,0,,Poet,0.33,son,G6G6,Q7L9
2931,0,,Poet,0.16,lun,TEGF,KOR4
2973,0,,Poet,0.30,aes,Y19Q,UJZD
2932,0,,Poet,0.39,nah,9EJN,7RCZ
2974,0,,Poet,0.42,ioh,UZIM,FMJT
2933,0,,Poet,0.46,fen,VNZ4,VDBS
2975,0,,Poet,0.33,son,WNTS,CNBJ
2934,0,,Poet,0.32,ion,UVJG,OP3R
2976,0,,Poet,0.44,ioh,7CN1,0SS6
2935,0,,Poet,0.44,fei,8JT2,9VIV
2977,0,,Poet,0.33,ioh,EO7G,5KP0
2936,0,,Poet,0.35,ion,U6ZM,8TAH
2978,0,,Poet,0.32,son,P0P0,XR5S
2937,0,,Poet,0.19,soa,20ZS,H93P
2979,0,,Poet,0.40,ioh,ZUU1,SC5A
2938,0,,Poet,0.39,fen,VU3N,XTF3
2980,0,,Poet,0.23,ion,V405,DN6M
2939,0,,Poet,0.42,son,POW3,CSJ3
2981,0,,Poet,0.25,nas,POW3,FC5N
2940,0,,Poet,0.33,ioh,CXYK,XR5S
2982,0,,Poet,0.49,fen,LISQ,EW0H
2941,0,,Poet,0.35,ioh,FIVE,CSJ3
2983,0,,Poet,0.35,ioh,MUTO,ZYML
2942,0,,Poet,0.32,ioh,UJAU,RHOF
2984,0,,Poet,0.35,sof,1R03,4C9D
2943,0,,Poet,0.33,ioh,F07X,EM3E
2985,0,,Poet,0.18,ioh,1WVF,RHOF
2944,0,,Poet,0.37,ioh,GONZ,M1XD
2986,0,,Poet,0.33,naf,3UFP,5OKB
2945,0,,Poet,0.26,ioh,NKK3,B9UA
2987,0,,Poet,0.33,ion,6TF4,HS32
2988,0,,Poet,0.60,naa,CCFJ,DN6M
2946,0,,Poet,0.25,ioh,ANP8,5ECQ
2989,0,,Poet,0.28,ioh,O391,QSLO
2990,0,,Poet,0.26,nas,EDBZ,04M3
2991,0,,Poet,0.12,fel,Q51C,CGKE
2994,0,,Poet,0.39,nai,F2ZZ,F5QC
2993,1,10.0,Poet,0.21,ion,MQVY,LH2V
